word,model,acc,f1
পড়া,muril,1.0,1.0
পড়া,xl-lexeme,0.5138888888888888,0.43434343434343436
পড়া,xlm-r,0.625,0.6249276480802624
পড়া,indic,1.0,1.0
পড়া,e5,0.9861111111111112,0.9860438069393294
পড়া,mbert,0.8055555555555556,0.7954545454545454
পড়া,banglabert,0.8888888888888888,0.8881118881118881
পড়া,sahajbert,1.0,1.0
পড়া,e5-large,0.9722222222222222,0.9721362229102167
পড়া,labse,0.9722222222222222,0.9720279720279721
পড়া,para-miniLM-multilingual,0.6944444444444444,0.6923076923076923
পড়া,para-xlm-r-multilingual,0.6944444444444444,0.6942084942084943
পড়া,csebuet-banglabert,0.7777777777777778,0.7776061776061776
পড়া,csebuet-banglabert-large,0.7361111111111112,0.7319223985890653
